Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
643,Vinny Curry,NYJ,34,DE,11,0,0,1,0,0.0%,0,,0.0,0,39.6,-4.0,0,0,3,2,1,0.0,3,15,2,11.8%,CurrVi00
644,Michael Danna,KAN,25,DE,13,0,0,2,2,100.0%,7,3.5,3.5,0,81.2,-5.0,-10,17,7,6,5,5.0,16,27,4,12.9%,DannMi00
645,Nakobe Dean,PHI,22,LB,17,0,0,3,3,100.0%,12,4.0,4.0,0,83.3,2.3,7,5,0,0,0,0.0,0,13,0,0.0%,DeanNa00
646,Christian Elliss,PHI,23,LB,6,0,0,2,1,50.0%,10,10.0,5.0,0,64.6,6.5,9,1,0,0,0,0.0,0,11,1,8.3%,ElliCh00
647,Caleb Farley,TEN,24,CB,9,1,0,12,8,66.7%,198,24.8,16.5,1,137.5,17.0,154,44,0,0,0,0.0,0,10,2,16.7%,FarlCa00
648,Jordan Fuller,LAR,24,DB,3,1,0,7,5,71.4%,42,8.4,6.0,0,86.6,3.9,32,10,0,0,0,0.0,0,12,1,7.7%,FullJo01
649,J.T. Gray,NOR,26,DB,14,0,0,0,0,,0,,,0,,,0,0,2,0,0,2.5,3,17,0,0.0%,GrayJ.00
650,Jonathan Greenard,HOU,25,DL,8,4,1,0,0,,0,,,0,,,0,0,1,4,2,1.5,8,16,0,0.0%,GreeJo04
651,Harrison Hand,CHI,24,DB,4,1,0,9,7,77.8%,63,9.0,7.0,0,95.8,5.9,32,31,0,0,0,0.0,0,12,0,0.0%,HandHa00
652,Terrell Lewis,LAR,24,OLB,11,3,1,11,6,54.5%,29,4.8,2.6,0,22.2,0.4,-10,39,17,0,2,1.0,3,13,2,13.3%,LewiTe00
653,Ifeatu Melifonwu,DET,23,S,10,1,0,6,4,66.7%,49,12.3,8.2,1,131.2,6.2,20,29,1,0,0,0.5,1,14,1,6.7%,MeliIf00
654,Ifeadi Odenigbo,2TM,28,,14,0,0,3,3,100.0%,2,0.7,0.7,0,79.2,-3.3,-10,12,2,1,2,3.5,7,18,0,0.0%,OdenIf00
655,Azeez Ojulari,NYG,22,OLB,7,5,0,2,1,50.0%,5,5.0,2.5,0,56.2,-2.0,-4,9,14,3,4,5.5,13,14,2,12.5%,OjulAz00
656,Jordan Phillips,BUF,30,DT,12,1,0,1,1,100.0%,2,2.0,2.0,0,79.2,-5.0,-5,7,0,2,5,1.5,9,20,3,13.0%,PhilJo01
657,Jalen Reeves-Maybin,HOU,27,LB,17,0,0,4,4,100.0%,23,5.8,5.8,0,90.6,2.0,8,15,0,0,0,0.0,0,15,1,6.3%,ReevJa00
658,John Ridgeway,WAS,23,DT,15,4,0,1,1,100.0%,5,5.0,5.0,0,87.5,-3.0,-3,8,0,1,0,0.0,1,24,0,0.0%,RidgJo00
659,Ambry Thomas,SFO,23,CB,15,0,0,6,5,83.3%,51,10.2,8.5,0,102.1,12.5,45,6,0,0,0,0.0,0,13,0,0.0%,ThomAm00
660,Eric Wilson,GNB,28,LB,13,0,0,0,0,,0,,,0,,,0,0,2,0,0,1.0,1,17,0,0.0%,WilsEr00
661,Arik Armstead,SFO,29,DL,9,9,0,1,1,100.0%,14,14.0,14.0,0,118.7,-1.0,-1,15,1,2,4,0.0,6,11,0,0.0%,ArmsAr01
662,Amare Barno,CAR,23,DE,9,0,0,2,2,100.0%,-1,-0.5,-0.5,0,79.2,-4.5,-9,8,0,1,0,2.0,3,9,0,0.0%,BarnAm00
663,Joey Bosa,LAC,27,OLB,5,4,0,1,1,100.0%,21,21.0,21.0,0,118.7,5.0,5,16,10,0,3,2.5,6,10,0,0.0%,BosaJo00
664,Tyus Bowser,BAL,27,OLB,9,4,0,10,3,30.0%,32,10.7,3.2,0,40.4,0.9,8,24,8,4,1,2.0,7,13,1,7.1%,BowsTy00
665,Kris Boyd,MIN,26,CB,17,0,0,5,4,80.0%,25,6.3,5.0,1,127.1,2.2,10,15,0,0,0,0.0,0,13,0,0.0%,BoydKr00
666,Jermaine Carter Jr.,CLE,27,LB,7,1,0,1,1,100.0%,3,3.0,3.0,0,79.2,-2.0,-2,5,4,0,1,0.0,1,16,0,0.0%,CartJe00
667,Jordan Davis,PHI,22,DT,13,5,0,1,0,0.0%,16,,16.0,0,79.2,-3.0,-3,19,1,1,0,0.0,1,18,0,0.0%,DaviJo03
668,Troy Dye,MIN,26,LB,17,0,0,3,1,33.3%,14,14.0,4.7,0,49.3,-3.0,-1,15,1,0,0,0.0,0,15,0,0.0%,DyexTr00
669,Clelin Ferrell,LVR,25,DE,16,4,0,4,3,75.0%,8,2.7,2.0,0,77.1,-3.0,-11,19,9,5,5,2.0,13,26,2,7.1%,FerrCl00
670,C.J. Ham,MIN,29,FB,17,4,0,1,0,0.0%,0,,0.0,0,39.6,14.0,0,0,0,0,0,0.0,0,8,0,0.0%,HamxC.00
671,Matt Henningsen,DEN,23,DE,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,21,0,0.0%,HennMa01
672,Christian Holmes,WAS,25,CB,17,2,0,8,7,87.5%,106,15.1,13.3,1,158.3,11.6,75,31,0,0,0,0.0,0,12,2,14.3%,HolmCh00
673,Noah Igbinoghene,MIA,23,CB,9,2,1,23,12,52.2%,142,11.8,6.2,2,82.2,13.1,100,42,1,0,0,0.0,0,10,1,9.1%,IgbiNo00
674,Drake Jackson,SFO,21,DE,15,0,1,1,1,100.0%,33,33.0,33.0,0,79.2,0.0,0,33,0,2,2,3.0,7,14,0,0.0%,JackDr01
675,John Jenkins,MIA,33,DT,16,0,0,1,1,100.0%,14,14.0,14.0,0,118.7,0.0,0,14,0,3,1,0.0,4,20,0,0.0%,JenkJo00
676,Lonnie Johnson Jr.,TEN,27,CB,12,0,0,6,3,50.0%,46,15.3,7.7,1,115.3,19.5,31,15,0,0,0,0.0,0,11,2,15.4%,JohnLo01
677,Benito Jones,DET,25,DL,17,0,0,2,1,50.0%,-1,-1.0,-0.5,0,56.2,-2.5,-6,5,0,0,2,1.5,4,16,0,0.0%,JoneBe03
678,Linval Joseph,PHI,34,DT,8,8,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,20,0,0.0%,JoseLi99
679,Quentin Lake,LAR,23,S,9,0,0,2,2,100.0%,39,19.5,19.5,0,118.7,12.0,24,15,0,0,0,1.0,1,10,1,9.1%,LakeQu00
680,Rashard Lawrence,ARI,24,DT,5,5,0,1,1,100.0%,6,6.0,6.0,0,91.7,-3.0,-3,9,5,1,0,0.0,1,10,0,0.0%,LawrRa01
681,DeMarvin Leal,PIT,22,DE,11,2,0,1,0,0.0%,0,,0.0,0,39.6,-2.0,0,0,0,0,0,0.0,0,14,3,17.6%,LealDe00
682,Shaquille Leonard,IND,27,LB,3,1,1,9,8,88.9%,74,9.3,8.2,3,100.9,3.8,20,54,1,0,0,0.0,0,11,0,0.0%,LeonDa00
683,Tyquan Lewis,IND,27,DE,7,4,0,0,0,,0,,,0,,,0,0,0,3,3,1.0,7,14,2,12.5%,LewiTy00
684,Shaquille Quarterman,JAX,25,LB,17,0,0,2,1,50.0%,16,16.0,8.0,0,77.1,-0.5,2,14,0,0,0,0.0,0,16,0,0.0%,QuarSh00
685,Robert Quinn,2TM,32,DE/DL,13,7,0,2,1,50.0%,6,6.0,3.0,0,56.2,-3.5,-3,9,2,6,4,1.0,11,10,1,9.1%,QuinRo00
686,Malik Reed,PIT,26,LB,14,2,0,3,3,100.0%,26,8.7,8.7,0,102.8,-1.3,-4,30,27,1,3,1.0,5,25,1,3.8%,ReedMa01
687,Marlon Tuipulotu,PHI,23,DT,9,1,0,0,0,,0,,,0,,,0,0,1,1,1,1.0,3,16,1,5.9%,TuipMa00
688,Josh Tupou,CIN,28,DT,11,6,0,0,0,,0,,,0,,,0,0,0,0,2,2.0,4,19,1,5.0%,TupoJo00
689,Derrek Tuszka,2TM,26,OLB,15,1,0,3,3,100.0%,31,10.3,10.3,0,109.7,8.0,24,7,2,0,0,0.0,0,16,0,0.0%,TuszDe00
690,Perrion Winfrey,CLE,22,DT,13,0,0,0,0,,0,,,0,,,0,0,0,1,1,0.5,3,22,1,4.3%,WinfPe00
691,Devonte Wyatt,GNB,24,DL,16,0,0,0,0,,0,,,0,,,0,0,1,0,1,1.5,3,15,0,0.0%,WyatDe00
692,Quinton Bohanna,DAL,23,DT,13,9,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,19,2,9.5%,BohaQu00
693,Austin Bryant,DET,26,DL,9,0,0,2,1,50.0%,1,1.0,0.5,1,95.8,-0.5,1,0,0,2,3,0.0,5,9,0,0.0%,BryaAu00
694,Terrell Burgess,2TM,24,,8,1,0,2,2,100.0%,27,13.5,13.5,0,118.7,11.5,23,4,1,0,0,0.0,0,11,1,8.3%,BurgTe00
695,Elijah Campbell,MIA,27,DB,16,1,0,7,3,42.9%,18,6.0,2.6,0,50.3,8.1,14,4,8,0,1,0.0,1,12,0,0.0%,CampEl00
696,K'Lavon Chaisson,JAX,23,OLB,9,0,0,0,0,,0,,,0,,,0,0,3,1,2,1.0,4,10,0,0.0%,ChaiKL00
697,Landon Collins,NYG,28,S,6,1,1,13,8,61.5%,59,7.4,4.5,0,40.2,4.1,24,35,14,0,0,1.0,1,15,3,16.7%,CollLa00
698,Jarrad Davis,2TM,28,,4,1,0,2,1,50.0%,33,33.0,16.5,0,95.8,17.5,28,5,4,1,0,0.5,2,14,0,0.0%,DaviJa01
699,Michael Dwumfour,2TM,24,,9,0,0,0,0,,0,,,0,,,0,0,3,1,3,0.0,4,8,2,20.0%,DwumMi00
700,Clayton Fejedelem,MIA,29,S,13,0,0,7,4,57.1%,72,18.0,10.3,0,92.6,11.3,47,25,2,0,0,0.0,0,12,0,0.0%,FejeCl00
701,Mike Ford,ATL,27,CB,17,2,0,7,2,28.6%,32,16.0,4.6,0,46.1,9.9,13,19,2,0,1,0.0,1,15,0,0.0%,FordMi01
702,Randy Gregory,DEN,30,OLB,6,3,0,0,0,,0,,,0,,,0,0,22,1,5,2.0,8,12,1,7.7%,GregRa00
703,Grant Haley,LAR,26,DB,4,1,0,14,8,57.1%,59,7.4,4.2,0,67.3,6.5,22,37,0,0,0,0.0,0,12,2,14.3%,HaleGr00
704,Logan Hall,TAM,22,DL,17,0,0,0,0,,0,,,0,,,0,0,1,2,3,2.5,8,12,0,0.0%,HallLo00
705,Johnathan Hankins,2TM,30,DT,10,4,0,0,0,,0,,,0,,,0,0,0,2,0,0.0,2,20,2,9.1%,HankJo00
706,Erik Harris,ATL,32,S,14,1,0,5,5,100.0%,55,11.0,11.0,0,112.5,4.8,24,31,1,0,0,0.0,0,13,0,0.0%,HarrEr00
707,Marcell Harris,NYJ,28,LB,11,0,0,2,2,100.0%,9,4.5,4.5,0,85.4,1.5,3,6,0,0,0,0.0,0,12,3,20.0%,HarrMa03
708,Patrick Johnson,PHI,24,LB,16,0,0,5,3,60.0%,22,7.3,4.4,1,110.0,-0.4,2,20,18,2,3,0.0,5,11,1,8.3%,JohnPa02
709,Sidney Jones,2TM,26,CB,10,2,0,14,8,57.1%,99,12.4,7.1,0,79.2,11.3,91,8,1,0,0,0.0,0,12,0,0.0%,JoneSi00
710,Jacob Martin,2TM,27,DE/OLB,13,0,0,1,1,100.0%,8,8.0,8.0,0,100.0,0.0,0,8,4,5,1,2.5,9,14,2,12.5%,MartJa02
711,Marquan McCall,CAR,23,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,15,1,6.3%,McCaMa03
712,C.J. Moore,DET,27,S,11,0,0,3,2,66.7%,72,36.0,24.0,1,149.3,21.3,47,25,2,0,1,0.0,1,12,1,7.7%,MoorCJ01
713,Tarvarius Moore,SFO,26,DB,13,0,0,2,1,50.0%,17,17.0,8.5,0,79.2,14.5,15,2,0,0,0,0.0,0,8,0,0.0%,MoorTa00
714,Emmanuel Ogbah,MIA,29,DE,9,3,0,0,0,,0,,,0,,,0,0,3,4,4,1.0,9,11,1,8.3%,OgbaEm00
715,Charles Omenihu,SFO,25,DE,17,3,0,0,0,,0,,,0,,,0,0,1,6,10,4.5,21,20,2,9.1%,OmenCh00
716,Reggie Ragland,CLE,29,LB,4,2,0,1,0,0.0%,0,,0.0,0,39.6,1.0,0,0,0,0,0,0.0,0,14,0,0.0%,RaglRe00
717,Chris Rumph,LAC,24,OLB,15,0,0,2,2,100.0%,13,6.5,6.5,0,93.7,0.5,1,12,7,4,4,2.0,10,15,5,25.0%,RumpCh00
718,Cameron Thomas,ARI,22,OLB,17,0,0,0,0,,0,,,0,,,0,0,4,1,3,3.0,7,18,0,0.0%,ThomCa03
719,Nick Vigil,ARI,29,LB,4,2,0,11,8,72.7%,97,12.1,8.8,0,99.4,7.3,54,43,3,0,0,0.0,0,13,4,23.5%,VigiNi00
720,Anthony Walker,CLE,27,LB,3,3,0,8,3,37.5%,-8,-2.7,-1.0,0,45.8,1.9,-11,3,4,4,0,0.0,4,13,0,0.0%,WalkAn01
721,Myles Adams,SEA,24,DT,10,0,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,16,1,5.9%,AdamMy00
722,Mario Addison,HOU,35,DL,12,1,0,1,0,0.0%,0,,0.0,0,39.6,-4.0,0,0,0,4,2,1.0,7,15,1,6.3%,AddiMa00
723,Chris Banjo,ARI,32,S,13,1,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,11,0,0.0%,BanjCh00
724,Nik Bonitto,DEN,23,OLB,15,1,0,3,2,66.7%,16,8.0,5.3,0,79.9,6.0,1,15,18,2,2,1.5,6,14,4,22.2%,BoniNi00
725,Deon Bush,KAN,29,DB,16,0,0,2,0,0.0%,0,,0.0,0,39.6,20.5,0,0,2,0,0,0.0,0,11,0,0.0%,BushDe00
726,Brandin Echols,NYJ,25,CB,13,0,0,14,7,50.0%,102,14.6,7.3,1,97.9,11.2,60,42,0,0,0,0.0,0,8,1,11.1%,EchoBr00
727,Joe Gaziano,LAC,26,DL,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,8,0,0.0%,GaziJo01
728,Kyron Johnson,PHI,24,LB,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,8,0,0.0%,JohnKy02
729,Jamir Jones,PIT,24,LB,17,0,0,1,1,100.0%,13,13.0,13.0,0,118.7,5.0,5,8,3,0,0,0.0,0,10,0,0.0%,JoneJa11
730,Naquan Jones,TEN,24,DT,11,1,0,0,0,,0,,,0,,,0,0,0,0,2,1.0,3,16,0,0.0%,JoneNa01
731,Malcolm Koonce,LVR,24,DE,17,0,0,1,1,100.0%,2,2.0,2.0,0,79.2,-3.0,-3,5,0,2,0,0.0,2,9,0,0.0%,KoonMa00
732,Ja'Quan McMillian,DEN,22,CB,1,1,0,12,6,50.0%,94,15.7,7.8,0,76.4,10.3,43,51,0,0,0,0.0,0,7,1,12.5%,McMiJa00
733,Larrell Murchison,2TM,25,,8,0,0,0,0,,0,,,0,,,0,0,0,0,0,2.0,2,8,1,11.1%,MurcLa00
734,Josh Norman,CAR,35,CB,2,1,0,8,6,75.0%,87,14.5,10.9,1,149.5,10.6,42,45,0,0,0,0.0,0,8,0,0.0%,NormJo01
735,Joseph Ossai,CIN,22,DE,16,0,0,3,2,66.7%,19,9.5,6.3,0,84.0,7.7,18,1,1,3,6,3.5,13,17,1,5.6%,OssaJo00
736,Troy Reeder,LAC,28,LB,17,0,0,3,2,66.7%,48,24.0,16.0,0,109.7,9.7,12,36,4,0,0,0.0,0,11,0,0.0%,ReedTr01
737,Giovanni Ricci,CAR,26,TE,15,3,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,10,1,9.1%,RiccGi00
738,Brandon Smith,CAR,21,LB,12,1,0,5,4,80.0%,14,3.5,2.8,0,79.2,4.6,-2,16,0,0,0,0.0,0,8,1,11.1%,SmitBr08
739,Baylon Spector,BUF,24,LB,6,0,0,5,4,80.0%,26,6.5,5.2,0,88.3,3.8,18,8,0,0,0,0.0,0,6,1,14.3%,SpecBa00
740,Jay Tufele,CIN,23,DT,7,2,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,16,2,11.1%,TufeJa00
741,Garret Wallow,HOU,23,LB,13,3,0,5,2,40.0%,60,30.0,12.0,0,85.4,11.4,21,39,0,0,0,0.0,0,13,1,7.1%,WallGa00
742,Greedy Williams,CLE,25,CB,11,1,0,10,9,90.0%,163,18.1,16.3,2,158.3,13.1,98,65,0,0,0,0.0,0,11,2,15.4%,WillGr00
743,Jordan Willis,SFO,27,DE,9,0,0,0,0,,0,,,0,,,0,0,0,0,2,2.0,4,12,0,0.0%,WillJo09
744,Daryl Worley,BAL,27,CB,8,1,0,11,6,54.5%,59,9.8,5.4,1,100.2,14.6,44,15,0,0,0,0.0,0,8,0,0.0%,WorlDa00
745,Tyson Alualu,PIT,35,DE,17,2,0,0,0,,0,,,0,,,0,0,0,2,1,0.5,4,13,1,7.1%,AluaTy99
746,Genard Avery,TAM,27,OLB,9,0,0,1,0,0.0%,0,,0.0,0,39.6,7.0,0,0,3,0,4,1.0,5,5,0,0.0%,AverGe00
747,K.J. Britt,TAM,24,LB,12,0,0,1,1,100.0%,14,14.0,14.0,0,118.7,12.0,12,2,1,0,0,0.0,0,13,0,0.0%,BritKJ00
748,Bobby Brown,LAR,22,DT,9,1,0,0,0,,0,,,0,,,0,0,0,3,0,0.0,3,8,0,0.0%,BrowBo04
749,T.J. Carrie,CAR,32,CB,7,0,0,6,6,100.0%,107,17.8,17.8,1,158.3,14.5,87,20,3,0,0,0.0,0,9,0,0.0%,CarrTr00
750,Justin Coleman,SEA,29,CB,12,0,0,6,4,66.7%,34,8.5,5.7,0,81.2,2.3,0,34,0,0,0,0.0,0,10,1,9.1%,ColeJu01
751,DeeJay Dallas,SEA,24,RB,15,0,0,1,0,0.0%,0,,0.0,0,39.6,10.0,0,0,0,0,0,0.0,0,8,0,0.0%,DallDe00
752,Justin Ellis,NYG,32,DL,17,4,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,22,0,0.0%,ElliJu01
753,Innis Gaines,GNB,24,S,7,1,0,2,1,50.0%,7,7.0,3.5,0,58.3,8.5,6,1,1,0,0,0.0,0,6,1,14.3%,GainIn00
754,Thomas Graham,CLE,23,CB,7,0,0,6,6,100.0%,39,6.5,6.5,0,93.7,2.0,12,27,0,0,0,0.0,0,6,0,0.0%,GrahTh00
755,Chase Hansen,NOR,29,LB,11,1,0,1,1,100.0%,10,10.0,10.0,0,108.3,3.0,3,7,0,0,0,0.0,0,9,0,0.0%,HansCh02
756,Josh Jackson,2TM,26,,5,1,0,7,5,71.4%,60,12.0,8.6,1,136.9,8.7,54,6,0,0,0,0.0,0,6,0,0.0%,JackJo01
757,Devon Kennard,2TM,31,OLB,7,2,0,7,7,100.0%,68,9.7,9.7,1,146.7,-0.1,-1,69,9,2,1,0.0,3,7,0,0.0%,KennDe00
758,Elijah Lee,2TM,26,,8,0,0,1,1,100.0%,22,22.0,22.0,0,118.7,-5.0,-5,27,0,0,0,0.0,0,8,1,11.1%,LeexEl00
759,T.Y. McGill,SFO,30,DT,9,0,0,0,0,,0,,,0,,,0,0,0,1,2,0.0,3,8,1,11.1%,McGiT.00
760,Henry Mondeaux,NYG,27,DL,11,4,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,16,1,5.9%,MondHe00
761,Kyle Peko,LVR,29,DT,8,0,0,2,2,100.0%,27,13.5,13.5,0,118.7,4.0,8,19,0,1,0,0.0,1,11,0,0.0%,PekoKy00
762,John Reid,TEN,26,DB,3,1,0,4,4,100.0%,35,8.8,8.8,0,103.1,4.8,19,16,1,0,1,0.0,1,5,0,0.0%,ReidJo00
763,Aaron Robinson,NYG,25,CB,2,2,0,6,2,33.3%,28,14.0,4.7,0,49.3,18.5,19,9,0,0,0,0.0,0,6,0,0.0%,RobiAa00
764,Robert Rochell,LAR,24,DB,17,0,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,0,0,0,0.0,0,5,1,16.7%,RochRo00
765,Teez Tabor,SEA,27,SS,10,1,0,6,4,66.7%,61,15.3,10.2,0,100.0,12.5,49,12,0,0,0,0.0,0,9,1,10.0%,TaboTe00
766,Michael Thomas,CIN,32,S,16,0,0,0,0,,0,,,0,,,0,0,2,0,0,0.0,0,12,0,0.0%,ThomMi02
767,Nick Williams,NYG,32,DL,8,7,0,0,0,,0,,,0,,,0,0,0,2,2,0.0,4,15,0,0.0%,WillNi01
768,Ugo Amadi,2TM,25,DB/S,3,0,0,4,3,75.0%,19,6.3,4.8,0,84.4,-0.3,2,17,5,0,0,0.0,0,6,2,25.0%,AmadUg00
769,Ryder Anderson,NYG,24,DL,7,2,0,0,0,,0,,,0,,,0,0,0,2,0,2.0,4,8,0,0.0%,AndeRy01
770,Jalyn Armour-Davis,BAL,23,CB,4,1,0,12,11,91.7%,226,20.5,18.8,2,158.3,12.5,135,91,1,0,0,0.0,0,6,3,33.3%,ArmoJa00
771,Corey Ballentine,GNB,26,CB,8,0,0,2,2,100.0%,14,7.0,7.0,1,135.4,7.0,14,0,1,0,0,0.0,0,5,1,16.7%,BallCo00
772,Khari Blasingame,CHI,26,FB,16,6,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,4,1,20.0%,BlasKh00
773,Montaric Brown,JAX,23,CB,8,1,0,9,6,66.7%,81,13.5,9.0,0,95.1,14.0,48,33,0,0,0,0.0,0,6,1,14.3%,BrowMo00
774,Tre Brown,SEA,25,CB,6,0,0,3,3,100.0%,39,13.0,13.0,0,118.7,12.0,36,3,0,0,0,0.0,0,4,0,0.0%,BrowTr03
775,Austin Calitro,2TM,28,,6,2,0,3,3,100.0%,28,9.3,9.3,1,145.1,7.0,21,7,2,0,0,0.0,0,8,0,0.0%,CaliAu00
776,Ja'Marr Chase*,CIN,22,WR,12,12,0,1,1,100.0%,3,3.0,3.0,0,79.2,2.0,2,1,0,0,0,0.0,0,4,0,0.0%,ChasJa00
777,Tyler Coyle,DAL,24,S,1,0,0,4,3,75.0%,39,13.0,9.8,0,105.2,3.5,14,25,0,0,0,0.0,0,6,0,0.0%,CoylTy00
778,Matthias Farley,LVR,30,S,17,0,0,1,1,100.0%,7,7.0,7.0,0,95.8,0.0,0,7,0,0,0,0.0,0,11,0,0.0%,FarlMa00
779,Tae Hayes,2TM,25,,7,0,0,3,1,33.3%,6,6.0,2.0,0,42.4,4.7,2,4,0,0,0,0.0,0,6,0,0.0%,HayeTa00
780,Travis Homer,SEA,24,RB,10,1,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,9,0,0.0%,HomeTr00
781,Khaleke Hudson,WAS,25,LB,13,1,0,1,1,100.0%,12,12.0,12.0,0,116.7,8.0,8,4,3,0,1,0.0,1,11,0,0.0%,HudsKh00
782,Bryce Huff,NYJ,24,DL,14,0,0,0,0,,0,,,0,,,0,0,2,6,6,3.5,16,6,0,0.0%,HuffBr00
783,Micah Hyde,BUF,32,S,2,2,0,3,2,66.7%,17,8.5,5.7,0,81.2,9.0,-1,18,1,0,0,0.0,0,7,0,0.0%,HydeMi00
784,Gregory Junior,JAX,23,CB,1,0,0,5,3,60.0%,41,13.7,8.2,0,86.2,12.0,37,4,0,0,0,0.0,0,6,0,0.0%,JuniGr00
785,Justin Layne,2TM,24,,9,0,0,2,1,50.0%,9,9.0,4.5,0,62.5,5.5,8,1,0,0,0,0.0,0,4,0,0.0%,LaynJu00
786,Elijah Molden,TEN,23,CB,2,1,0,3,1,33.3%,9,9.0,3.0,0,42.4,13.0,2,7,2,0,1,0.0,1,5,0,0.0%,MoldEl00
787,Michael Pierce,BAL,30,NT,3,3,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,6,1,14.3%,PierMi00
788,Greg Stroman,CHI,26,DB,2,1,1,6,4,66.7%,28,7.0,4.7,0,37.5,10.7,22,6,0,0,0,0.0,0,8,0,0.0%,StroGr00
789,Ndamukong Suh,PHI,35,DT,8,0,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,2,10,0,0.0%,SuhxNd99
790,Isaiah Thomas,CLE,24,DE,10,0,0,0,0,,0,,,0,,,0,0,5,2,1,1.0,4,9,3,25.0%,ThomIs01
791,Keir Thomas,LAR,24,OLB,8,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,4,1,20.0%,ThomKe04
792,Shaka Toney,WAS,24,DE,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,8,0,0.0%,ToneSh00
793,Kendal Vickers,LVR,27,DT,8,0,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,0,0,1,0.0,1,10,0,0.0%,VickKe00
794,Tershawn Wharton,KAN,24,DT,5,0,0,2,2,100.0%,12,6.0,6.0,0,91.7,1.0,2,10,2,0,4,1.0,5,8,2,20.0%,WharTe00
795,Rachaad White,TAM,23,RB,17,8,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,6,1,14.3%,WhitRa01
796,Jamal Adams,SEA,27,SS,1,1,0,2,0,0.0%,0,,0.0,0,39.6,8.5,0,0,1,0,1,0.0,1,3,0,0.0%,AdamJa00
797,Ben Banogu,IND,26,DE,16,0,0,3,2,66.7%,15,7.5,5.0,0,78.5,-4.0,-6,21,0,4,0,0.0,4,10,1,9.1%,BanoBe00
798,Earnest Brown IV,LAR,23,DE,5,3,0,0,0,,0,,,0,,,0,0,0,2,0,0.0,2,9,1,10.0%,BrowEa00
799,Darien Butler,LVR,22,LB,15,0,0,1,1,100.0%,18,18.0,18.0,0,118.7,14.0,14,4,0,0,0,0.0,0,11,0,0.0%,ButlDa00
800,Tevaughn Campbell,JAX,29,CB,5,0,0,6,3,50.0%,62,20.7,10.3,0,86.8,15.7,56,6,0,0,0,0.0,0,3,0,0.0%,CampTe00
801,Andre Chachere,PHI,26,S,7,0,0,1,0,0.0%,0,,0.0,0,39.6,9.0,0,0,0,0,0,0.0,0,5,0,0.0%,ChacAn00
802,L.J. Collier,SEA,27,DE,8,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,7,1,12.5%,CollLJ00
803,Jabril Cox,DAL,24,LB,9,0,0,4,3,75.0%,21,7.0,5.3,0,86.5,4.0,10,11,0,0,0,0.0,0,6,0,0.0%,CoxxJa00
804,Ashtyn Davis,NYJ,26,S,14,0,1,2,1,50.0%,27,27.0,13.5,0,56.2,19.0,20,7,0,0,0,0.0,0,5,0,0.0%,DaviAs00
805,Carl Davis,NWE,30,DL,16,2,0,0,0,,0,,,0,,,0,0,0,1,0,1.0,2,11,2,15.4%,DaviCa01
806,Matt Dickerson,ATL,27,DE,6,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,12,0,0.0%,DickMa00
807,Neil Farrell,LVR,24,DT,9,0,0,0,0,,0,,,0,,,0,0,0,0,2,0.0,2,12,1,7.7%,FarrNe00
808,Kyle Fuller,BAL,30,CB,1,1,0,7,3,42.9%,23,7.7,3.3,0,51.5,6.3,23,0,0,0,0,0.0,0,3,1,25.0%,FullKy00
809,Kylen Granson,IND,24,TE,13,4,0,1,0,0.0%,0,,0.0,0,39.6,8.0,0,0,0,0,0,0.0,0,3,0,0.0%,GranKy00
810,Lamar Jackson,2TM,24,,8,0,0,11,4,36.4%,88,22.0,8.0,0,65.7,14.4,65,23,0,0,0,0.0,0,3,0,0.0%,JackLa02
811,Chris Lammons,KAN,26,CB,16,0,0,5,3,60.0%,40,13.3,8.0,0,85.4,7.4,19,21,0,0,0,0.0,0,7,0,0.0%,LammCh00
